Stn Number,Latitude,Longitude,Elevation (m AHD),First Year,Last Year,Number of Years,Stn Name
019000,-32.6033,138.3519,331,1902,1955,54,AMYTON (PINDA SECTION 63)
019001,-33.0524,138.4277,369,1874,2012,139,APPILA
019002,-32.2507,137.9776,470,1886,2012,127,QUORN (DEPOT FLAT)
019003,-31.9767,139.105,275,1882,1987,106,OLD BARATTA HOMESTEAD
019004,-32.2425,138.7105,485,1883,2012,130,BELTON (SHADOW VALE)
019005,-32.8247,138.6907,428,1877,2012,136,ORROROO (BLACK ROCK)
019006,-32.881,138.3519,403,1883,2012,130,BOOLEROO CENTRE
019007,-32.7775,138.341,342,1878,2006,129,BOOLEROO (WIMONT)
019008,-32.4618,138.2004,242,1896,2012,117,BRUCE
019009,-32.4244,138.5304,435,1883,2012,130,CARRIETON
019010,-32.0695,138.4948,405,1888,2010,123,CRADOCK
019011,-32.9211,138.2202,400,1883,2011,129,MURRAY TOWN (DOUGHBOY CREEK)
019012,-32.7053,138.7796,428,1901,2011,111,ORROROO (KYLMORN)
019013,-32.5373,138.5626,528.2,1882,2012,131,CARRIETON (EURELIA)
019014,-32.8037,138.9218,460,1902,2012,111,DAWSON (ANDA-VALE)
019015,-32.1133,138.2833,250,1897,2001,105,CRADOCK (KANYAKA)
019016,-32.5201,138.3149,314,1886,2006,121,HAMMOND
019017,-31.8846,138.435,315,1882,2012,131,HAWKER
019018,-31.8777,138.8372,495,1868,2012,145,HAWKER (HOLOWILENA)
019019,-31.7594,138.3303,193,1906,1956,51,HOOKINA
019020,-32.3333,138.3833,,1886,1950,65,HORSESHOE RANGES
019021,-32.4561,138.705,385,1882,1966,85,JOHNBURGH POST OFFICE
019023,-33.0453,138.6178,505,1868,1974,107,MANNANARIE POST OFFICE
019024,-32.8294,138.1907,386,1861,2012,152,MELROSE
019025,-32.7654,138.5055,510,1916,2011,96,MORCHARD (THE ROCKS)
019026,-32.4686,137.8817,92,1888,1953,66,MUNDALLIO
019027,-32.8,139.2333,,1904,1969,66,NACKARA
019028,-32.2411,137.8442,52,1940,1974,35,PORT AUGUSTA (NACOONA)
019029,-32.6944,137.9594,92,1882,1953,72,PORT AUGUSTA (NECTAR BROOK)
019030,-32.4683,138.0159,420,1880,2011,132,QUORN (OLIVE GROVE)
019031,-32.8776,139.0578,512,1919,2012,94,OODLA WIRRA
019032,-32.7335,138.6135,428,1868,2012,145,ORROROO
019033,-33.0267,139.1014,465,1915,1979,65,TEROWIE (PARNAROO SECT 50)
019034,-32.9737,138.8375,534,1881,2012,132,PETERBOROUGH
019035,-32.4958,137.7642,6,1950,1991,42,PORT AUGUSTA RAILWAY STATION
019036,-32.5,137.7667,5,1860,1962,103,PORT AUGUSTA POST OFFICE
019037,-33.0216,138.0002,4,1882,2012,131,PORT GERMEIN
019038,-32.3538,138.0371,295,1881,2012,132,QUORN
019039,-32.5419,138.1122,315,1906,1983,78,WILMINGTON (RANGE VUE)
019040,-32.3114,138.2564,265,1883,1972,90,QUORN (ROUND HILL)
019041,-32.4608,137.9417,210,1893,1950,58,PORT AUGUSTA (SALTIA)
019042,-32.8454,138.2116,343,1889,2012,124,MELROSE (PARA GUMS)
019043,-32.9495,138.5174,504,1934,2012,79,TARCOWIE
019044,-33.0617,138.055,12,1879,1996,118,PORT GERMEIN (TELOWIE)
019045,-32.9508,138.965,535,1906,1967,62,UCOLTA POST OFFICE
019046,-31.775,138.6529,490,1872,2012,141,HAWKER (WARCOWIE)
019047,-32.6923,138.3247,316,1898,2012,115,BOOLEROO CENTRE (WILLOWIE)
019048,-32.6521,138.1003,330,1879,2012,134,WILMINGTON
019049,-31.5167,138.6117,515,1903,1985,83,WILPENA HEAD STATION
019050,-31.9883,138.3424,345,1885,2012,128,HAWKER (WILSON)
019051,-32.6175,137.9083,44,1937,1978,42,WINNONOWIE RAILWAY SIDING
019052,-33.0338,138.2686,330,1877,2012,136,WIRRABARA
019053,-33.0856,138.2119,380,1879,2012,134,WIRRABARA FOREST
019054,-32.4589,137.9733,270,1918,1956,39,WOOLSHED FLAT
019056,-32.31,138.5233,435,1884,1985,102,CARRIETON (YACKARA)
019057,-32.552,138.8688,302,1907,2012,106,ORROROO (YALPARA)
019058,-32.3294,138.4706,370,1882,1953,72,CARRIETON (YANYARRIE)
019059,-32.2894,137.8267,35,1893,1973,81,PORT AUGUSTA (YARLEY)
019060,-32.9333,138.6667,,1894,1980,87,YATINA
019061,-32.0545,138.6427,540,1917,2012,96,CRADOCK (YEDNALUE)
019062,-33.0287,138.7489,512,1881,2012,132,YONGALA
019066,-32.528,137.79,7,1958,1997,40,PORT AUGUSTA POWER STATION
019069,-32.7217,138.4919,445,1919,1985,67,MORCHARD
019070,-31.5286,138.6093,535,1962,2011,50,WILPENA POUND
019072,-32.55,138.4167,,1889,1937,49,AMYTON EAST
019074,-32.6833,138.9667,,1885,1925,41,CAVENAGH WEST
019075,-32.8056,138.9739,415,1884,1927,44,PETERBOROUGH (DAWSON)
019079,-32.4192,137.8189,18,1886,1921,36,PORT AUGUSTA OSTRICH FARM
019080,-32.3139,138.6397,445,1882,1935,54,CARRIETON (PAMATTA)
019090,-32.3961,138.1339,235,1889,1919,31,QUORN (KINGSWOOD)
019091,-32.7981,138.2161,322,1873,1921,49,MOUNT REMARKABLE
019095,-32.4654,138.7579,405,1967,2008,42,CARRIETON (OAKBURNE)
019098,-32.2554,138.6377,492,1969,2011,43,CARRIETON (GLENROY ESTATE)
019099,-32.842,138.0304,118,1970,2011,42,MOUNT REMARKABLE (MAMBRAY CREEK PARK HQ)
019100,-32.7837,139.2825,385,1970,2005,36,OODLA WIRRA (ARAKCAN)
019102,-32.9233,138.0586,110,1922,1998,77,PORT GERMEIN (BAROOTA RESERVOIR)
019103,-32.6682,138.1576,290,1973,2012,40,WILMINGTON (STONEHAVEN)
019106,-32.627,139.1923,342,1972,2012,41,OODLA WIRRA (MCCOYS WELL)
019113,-31.448,138.4531,159,1884,2012,129,EDEOWIE
020000,-32.0498,140.162,230,1882,2012,131,BIMBOWRIE
020001,-31.9695,140.5436,190,1882,2012,131,BOOLCOOMATTA
020002,-32.076,140.9969,200,1888,2012,125,COCKBURN
020004,-31.6516,139.5491,90,1881,2012,132,CURNOMONA (CURNAMONA)
020005,-31.4783,139.3862,85,1911,2012,102,ERUDINA
020006,-31.2196,139.7763,45,1889,2009,121,FROME DOWNS
020007,-31.9167,140.3167,190,1920,1979,60,KALABITY
020008,-33.5667,139.7,90,1885,1971,87,KOOMOOLOO
020009,-33.55,139.6,110,1925,1978,54,KOOMOOLOO STATION
020010,-32.0646,139.382,205,1888,2012,125,KOONAMORE
020011,-32.05,140.9167,180,1921,1982,62,LAKE DISMAL
020012,-32.9571,139.972,177,1899,2012,114,LILYDALE
020013,-32.4292,139.9887,371,1889,2012,124,MANNA HILL
020014,-32.1333,140.75,187,1921,1973,53,MINGARY
020015,-32.2123,139.7193,270,1924,2007,84,MANNA HILL (FOUR BROTHERS)
020016,-31.5542,140.792,90,1901,2011,111,MULYUNGARIE
020017,-32.4467,140.9233,210,1887,2011,125,MUTOOROO
020018,-33.05,140.5833,90,1906,1976,71,OAKBANK HOMESTEAD
020019,-32.2828,140.3255,284,1928,2000,73,OLARY
020020,-32.6416,139.6496,275,1901,2012,112,YUNTA (PANARAMITEE)
020021,-32.7268,139.4002,295,1880,2012,133,YUNTA (PARATOO)
020022,-33.2458,140.0345,110,1923,2012,90,STURT VALE
020023,-32.3,139.45,330,1889,1963,75,WAUKARINGA
020024,-32.4727,139.7097,400,1891,2011,121,YUNTA (WINNININNIE STATION)
020025,-33.5009,139.5154,135,1903,2012,110,WOOLGANGI
020026,-32.5819,139.5611,303,1888,1996,109,YUNTA
020029,-32.2167,140.15,350,1867,1926,60,OUTALPA
020032,-33.5833,140.0167,73,1908,1984,77,CANEGRASS
020043,-33.1873,139.6209,180,1964,2012,49,BRAEMAR
020044,-33.4974,140.699,55,1967,2010,44,DANGGALI CONSERVATION PARK (CANOPUS)
020045,-33.5628,140.9309,42,1960,2010,51,DANGGALI CONSERVATION PARK (HYPURNA)
020048,-32.4932,140.2299,340,1892,2011,120,MANNA HILL (WADNAMINGA)
020049,-31.6382,140.513,100,1932,2012,81,MOOLEULOOLOO
020050,-32.062,139.8874,260,1970,2012,43,PLUMBAGO
020052,-32.0575,139.6187,200,1971,2011,41,MOUNT VICTOR
020053,-32.1698,140.7959,220,1928,2012,85,COCKBURN (TEPCO)
021000,-33.7322,138.4922,263,1877,2011,135,BRINKWORTH (ANAMA PARK)
021001,-34.026,138.6846,310,1865,2012,148,AUBURN
021002,-34.1424,138.4225,68,1880,2012,133,BALAKLAVA
021003,-33.845,138.4901,195,1881,2012,132,BLYTH
021004,-33.5643,138.7595,385,1925,2012,88,BOOBOROWIE
021006,-33.2667,138.35,215,1893,1949,57,GLADSTONE (BOOYOOLEE)
021007,-33.6947,138.4057,181,1897,2012,116,BRINKWORTH
021008,-33.2758,138.575,458,1879,1989,111,BUNDALEER FOREST RESERVE
021009,-33.466,138.5412,302,1899,2012,114,SPALDING (BUNDALEER RESERVOIR)
021010,-33.7459,138.5628,368,1860,2012,153,BRINKWORTH (BUNGAREE)
021011,-33.6833,138.9333,470,1859,1964,106,BURRA (KOORINGA)
021012,-33.8682,138.01,113,1885,2012,128,BUTE
021013,-33.1851,138.4968,382,1877,2012,136,CALTOWIE
021014,-33.8364,138.6125,385,1862,1994,133,CLARE POST OFFICE
021015,-33.7045,138.2927,103,1879,2012,134,SNOWTOWN (CONDOWIE)
021016,-33.353,138.2057,105,1881,2012,132,CRYSTAL BROOK
021017,-33.1667,138.9833,485,1898,1960,63,TEROWIE (CURTFORTH)
021018,-33.8664,138.5822,440,1938,1974,37,CLARE (EMU FLAT)
021019,-33.8314,138.7917,422,1879,2012,134,FARRELL FLAT
021020,-33.359,138.393,273,1874,2012,139,GEORGETOWN
021021,-33.2705,138.357,226,1877,2012,136,GLADSTONE
021022,-33.4669,138.4424,283,1903,2012,110,GULNARE
021023,-33.4111,138.894,596,1881,2012,132,HALLETT
021024,-33.4595,138.7475,455,1898,2011,114,HALLETT (LORRAINE)
021025,-33.8347,138.6532,475,1882,2012,131,CLARE (HILL RIVER)
021026,-34.0391,138.5579,177,1878,2012,135,HOYLETON
021027,-33.2036,138.6059,455,1877,2012,136,JAMESTOWN
021028,-33.2917,139.2161,310,1887,1994,108,HALLETT (KETCHOWLA)
021029,-33.5867,138.3328,125,1884,2012,129,KOOLUNGA
021031,-33.1851,138.3001,248,1876,2012,137,LAURA
021032,-33.9206,138.1633,80,1912,2000,89,LOCHIEL SALTWORKS
021033,-33.9136,138.7195,418,1890,2012,123,MINTARO
021034,-33.5592,138.903,519,1895,2012,118,MOUNT BRYAN
021035,-34.0256,138.3168,80,1898,2012,115,MOUNT TEMPLETON (GLENALBYN)
021036,-33.595,138.0852,65,1883,2012,130,MUNDOORA
021037,-33.4275,138.3019,165,1873,1993,121,NARRIDY POST OFFICE
021038,-33.1761,138.8889,515,1898,1954,57,TEROWIE (NEATHVALE)
021039,-33.9686,138.0186,120,1885,1976,92,BUTE (NINNES)
021040,-33.1708,139.1661,390,1899,1972,74,PANDAPPA HOMESTEAD
021041,-33.5616,139.0979,352,1879,2012,134,BURRA (POONUNDA)
021042,-33.6029,137.9348,8,1884,2012,129,PORT BROUGHTON
021043,-33.1708,138.0104,2,1877,2012,136,PORT PIRIE NYRSTAR COMPARISON
021044,-34.1848,138.1478,4,1874,2012,139,PORT WAKEFIELD
021045,-33.5407,138.2244,85,1878,2012,135,REDHILL
021046,-33.7844,138.2133,103,1881,2001,121,SNOWTOWN
021047,-33.5001,138.6093,288,1902,2012,111,SPALDING
021048,-33.9558,138.6517,418,1900,1950,51,WATERVALE (SPRINGVALE)
021049,-33.1464,138.7219,605,1902,1956,55,BELALIE NORTH (TEECARNEE)
021050,-33.1505,138.9196,496,1882,2012,131,TEROWIE
021051,-33.3392,138.8867,560,1898,1965,68,HALLETT (ULOOLOO RAILWAY SIDING)
021052,-33.3853,138.0614,33,1939,1985,47,WANDEARAH EAST POST OFFICE
021053,-33.3528,138.0311,27,1879,1988,110,WANDEARAH NORTH
021054,-33.9606,138.6446,385,1881,2012,132,WATERVALE
021055,-33.2296,138.8844,518,1877,2012,136,WHYTE YARCOWIE
021056,-33.4119,138.8725,580,1898,1954,57,HALLETT (WILLOGOLECHE)
021057,-33.5707,138.4503,165,1881,2012,132,YACKA
021058,-33.5375,138.6736,400,1887,1946,60,SPALDING (YAKILO)
021059,-33.6867,138.6378,345,1938,2012,75,HILLTOWN
021060,-33.2025,138.6024,453,1951,2012,62,JAMESTOWN PIRSA
021062,-33.3041,138.7553,575,1884,2012,129,HALLETT (OLD CANOWIE)
021067,-33.4115,138.8179,492,1957,2011,55,HALLETT (ASHROSE)
021069,-33.6184,138.5772,330,1957,2010,54,ANDREWS (GERALKA)
021072,-33.3265,138.3172,190,1957,2011,55,HUDDLESTON (WILLOW PONDS)
021073,-33.9114,138.5634,308,1957,2011,55,KYBUNGA (CLOVERLEA)
021075,-33.7464,138.6058,370,1937,2012,76,CLARE (CALCANNIA)
021076,-33.9309,138.814,430,1957,2011,55,MANOORA (COOINDA)
021077,-33.6781,138.9371,470,1961,2012,52,BURRA COMMUNITY SCHOOL
021078,-33.7167,137.8667,60,1899,1931,33,BEWS POST OFFICE
021084,-33.32,138.0131,25,1878,1933,56,PORT PIRIE (VALENCIA)
021085,-33.3376,138.9254,520,1965,2012,48,HALLETT (ULOOLOO)
021086,-33.8352,139.0738,293,1898,2012,115,BURRA (WORLDS END)
021096,-33.2467,138.1469,108,1887,1920,34,WARNERTOWN (WILLOW LODGE)
021100,-33.6544,138.8264,501,1969,2011,43,BURRA (LEIGHTON)
021101,-33.7021,138.1034,130,1969,2011,43,SNOWTOWN (BANYULA)
021102,-33.35,138.102,42,1969,2012,44,CRYSTAL BROOK SECTION 299
021104,-33.9956,138.4544,117,1969,2012,44,BALAKLAVA (WANAPPE)
021106,-33.953,138.3903,82,1969,2011,43,BOWILLIA
021108,-33.4579,137.9839,18,1969,2012,44,PORT BROUGHTON (WANDEARAH)
021110,-33.7876,137.7068,26,1969,2012,44,TICKERA
021111,-33.5425,138.5736,312,1969,2000,32,SPALDING (MORTONGA)
021114,-33.1904,138.2131,368,1896,1982,87,BEETALOO RESERVOIR OLD SITE
021115,-33.6922,138.1332,168,1964,2011,48,MUNDOORA (BARUNGA NORTH)
021117,-34.0212,138.1272,85,1969,2007,39,SOUTH HUMMOCKS (BONVIEW)
021120,-33.2549,138.7867,563,1941,2011,71,WHYTE-YARCOWIE (GUM PARK)
021121,-33.9595,138.9328,479,1957,2012,56,APOINGA (WILIVERE)
021123,-33.9394,138.7166,405,1974,2012,39,MINTARO (MARTINDALE)
021126,-33.6667,138.9667,570,1946,1984,39,BURRA (BASIN FARM)
022000,-34.4228,137.9175,22,1880,2012,133,ARDROSSAN
022001,-34.8667,137.5,15,1897,1976,80,BRENTWOOD POST OFFICE
022002,-34.9152,137.0625,2,1888,2012,125,CORNY POINT
022003,-34.6981,137.7116,68,1886,2012,127,CURRAMULKA
022004,-35.0875,137.7433,7,1875,2004,130,EDITHBURGH POST OFFICE
022006,-33.9551,137.6953,44,1876,2005,130,KADINA
022007,-34.3167,137.5333,37,1886,1963,78,MAITLAND (WOODBURLIE)
022008,-34.3745,137.6733,185,1879,2012,134,MAITLAND
022009,-34.7708,137.5952,70,1879,2012,134,MINLATON
022010,-34.3318,137.5899,108,1965,2012,48,MAITLAND (KILKERRAN)
022011,-34.0672,137.5925,20,1872,2012,141,MOONTA
022012,-34.0402,137.9004,145,1886,2012,127,PASKEVILLE
022013,-34.4951,137.4836,10,1879,2012,134,PORT VICTORIA
022014,-34.7785,137.8579,6,1897,2012,116,PORT VINCENT
022015,-34.2971,138.0014,2,1944,2012,69,PRICE
022016,-34.5201,137.7733,96,1949,2011,63,SANDILANDS
022017,-34.9122,137.7977,5,1879,2012,134,STANSBURY
022018,-34.9906,137.3995,53,1861,2012,152,WAROOKA
022019,-34.2428,137.5908,80,1887,2011,125,MAITLAND (WEETULTA)
022020,-33.9323,137.6282,10,1864,2012,149,WALLAROO
022021,-34.2782,137.8607,135,1890,2012,123,ARDROSSAN (WINULTA)
022022,-34.1447,138.0146,118,1869,2012,144,PORT CLINTON (YARAROO)
022023,-35.0203,137.6064,20,1880,2012,133,YORKETOWN
022027,-34.8965,137.0104,,1884,1920,37,CORNY POINT LIGHTHOUSE
022032,-34.5679,137.8225,80,1969,2012,44,ARDROSSAN (MULARA)
022033,-34.4724,137.885,75,1969,2012,44,ARDROSSAN (VITANA)
022036,-34.7477,137.6309,72,1969,2012,44,MINLATON (EVERSLEY)
022037,-34.3687,137.7968,120,1964,2012,49,PETERSVILLE
022039,-34.2975,137.7126,173,1959,2012,54,ARTHURTON (LOWANDALE)
022044,-34.239,137.9883,55,1956,2012,57,PORT CLINTON (KADDYINNA)
022800,-35.7729,137.7788,15,1884,2012,129,AMERICAN RIVER
022801,-35.7529,136.5938,143,1865,2007,143,CAPE BORDA COMPARISON
022802,-36.0667,136.7,75,1907,1973,67,CAPE DE COUEDIC
022803,-35.8426,138.1327,55,1881,2012,132,CAPE WILLOUGHBY
022805,-35.7,137.5333,4,1925,1977,53,CYGNET RIVER
022806,-35.9271,137.2919,29,1909,2011,103,MURRAYS LAGOON (BAYSIDE)
022807,-35.656,137.6377,18,1877,2012,136,KINGSCOTE
022808,-35.8213,137.5297,21,1909,2011,103,KINGSCOTE (KARINGA)
022809,-35.7178,137.9394,24,1911,2012,102,PENNESHAW
022810,-35.718,137.938,,1866,1950,85,PENNESHAW 2
022811,-35.5989,137.4386,30,1899,2012,114,SMITH BAY (SMITHS BAY)
022812,-35.6836,136.9697,8,1930,1991,62,WESTERN RIVER
022813,-35.8167,137.9833,,1892,1969,78,WILLSONS RIVER
022814,-35.8,137.3333,155,1954,1984,31,PARNDANA EAST RESEARCH STATION
022815,-35.7255,137.2591,102,1935,2011,77,PARNDANA (PIONEER BEND)
022816,-35.7734,137.033,232,1959,2001,43,PARNDANA (ALLANDALE)
022817,-35.9512,136.7385,61,1960,2012,53,FLINDERS CHASE (ROCKY RIVER)
022818,-35.8431,137.1586,212,1959,1995,37,PARNDANA (LYNDHURST)
022820,-35.8903,136.8606,181,1955,2011,57,ROCKY RIVER (BROOKLAND PARK)
022822,-35.9042,137.4543,18,1914,2012,99,MURRAY LAGOON (HAWKS NEST)
022830,-35.9645,137.1542,45,1966,2008,43,VIVONNE BAY (DUMFRIES)
022831,-35.7501,137.7217,75,1974,2012,39,AMERICAN RIVER (REDBANKS)
022835,-35.734,137.1212,201,1956,2012,57,PARNDANA (TURKEY LANE)
023000,-34.9254,138.5869,40,1839,1979,141,ADELAIDE WEST TERRACE
023001,-35.0215,138.5312,16,1898,2012,115,ADELAIDE (BRIGHTON)
023002,-34.9333,138.5167,5,1898,1952,55,FULHAM PARK
023003,-34.6167,138.7333,53,1924,1969,46,GAWLER RAILWAY
023004,-34.9842,138.5125,6,1861,1990,130,GLENELG POST OFFICE
023005,-34.9464,138.6519,128,1883,2012,130,ADELAIDE (GLEN OSMOND)
023007,-34.5342,138.4347,10,1909,2003,95,LOWER LIGHT
023008,-34.9167,138.6833,128,1891,1968,78,MAGILL POST OFFICE
023009,-34.4385,138.5114,46,1883,2012,130,MALLALA
023010,-34.9833,138.6167,92,1884,1969,86,MITCHAM POST OFFICE
023011,-34.9167,138.5956,48,1883,2012,130,NORTH ADELAIDE
023012,-34.2711,138.5468,105,1924,2012,89,OWEN
023013,-34.7977,138.6281,9.5,1929,2012,84,PARAFIELD AIRPORT
023014,-34.9467,138.6303,70,1934,1994,61,ADELAIDE (GLENSIDE)
023015,-34.7333,138.65,24,1948,1979,32,PENFIELD WEAPONS RESEARCH
023016,-34.51,138.5167,3,1925,1986,62,ADELAIDE (PORT DOCK RAILWAY STATION)
023017,-34.9,138.5833,,1932,1972,41,PROSPECT
023018,-34.7819,138.5218,1,1928,2012,85,ADELAIDE (TORRENS ISLAND)
023019,-34.5667,138.7833,109.7,1899,1969,71,ROSEDALE
023020,-34.5267,138.6883,68,1883,1997,115,ROSEWORTHY AGRIC COLLEGE
023021,-34.5415,138.7382,103,1885,2012,128,ROSEWORTHY
023022,-34.9167,138.6167,45,1917,1980,64,ST PETERS POST OFFICE
023023,-34.7674,138.6434,32,1870,2012,143,ADELAIDE (SALISBURY BOWLING CLUB)
023024,-34.8965,138.5103,10,1912,2012,101,ADELAIDE (SEATON)
023025,-34.6798,138.6935,49,1898,2012,115,SMITHFIELD
023026,-34.8324,138.6125,21,1876,2012,137,ADELAIDE (POORAKA)
023027,-34.8744,138.6858,85,1878,2003,126,ADELAIDE (THORNDON PARK)
023028,-34.5953,138.5156,11,1881,2012,132,TWO WELLS
023029,-34.9503,138.6056,45.7,1915,1993,79,ADELAIDE (UNLEY)
023030,-34.6694,138.5592,15,1881,2001,121,VIRGINIA SHEEDY ROAD
023031,-34.9697,138.6331,115,1925,1999,75,ADELAIDE (WAITE INSTITUTE)
023033,-35.0131,138.5147,5,1951,1994,44,ADELAIDE (TOWNSEND HOUSE)
023034,-34.9524,138.5204,2,1955,2012,58,ADELAIDE AIRPORT
023036,-34.8,138.7,198.1,1932,1975,44,MODBURY (SURREY VINE YARDS)
023037,-34.7833,138.6242,16,1907,1995,89,ADELAIDE (PARAFIELD PLANT INTRODUCTION C
023039,-34.1856,138.63,252,1957,2011,55,RHYNIE (SALTERS SPRINGS)
023040,-34.9167,138.65,70,1928,1978,51,ADELAIDE (TRINITY GARDENS)
023042,-34.9387,138.6607,,1897,2012,116,BURNSIDE
023045,-34.6167,138.7,42,1864,1925,62,GAWLER (LOOS)
023053,-34.95,138.6,47,1915,1946,32,UNLEY (REED)
023075,-34.9964,138.6039,110,1954,2008,55,ADELAIDE (CLAPHAM)
023076,-34.432,138.2587,3,1969,2012,44,PORT PARHAM
023078,-34.5915,138.7393,49,1861,2012,152,GAWLER COUNCIL DEPOT
023079,-34.8276,138.5783,3,1960,2012,53,ADELAIDE (DRY CREEK SALTWORKS)
023081,-34.7715,138.5774,5,1972,2012,41,BOLIVAR TREATMENT WORKS
023083,-34.7111,138.6222,16.5,1972,2012,41,EDINBURGH RAAF
023087,-34.5371,138.6049,31,1974,2012,39,REEVES PLAINS (PARANA PARK)
023090,-34.9211,138.6216,48,1977,2012,36,ADELAIDE (KENT TOWN)
023095,-34.3579,138.6836,112,1884,2012,129,HAMLEY BRIDGE
023096,-34.8564,138.6844,105,1979,2012,34,ADELAIDE (HOPE VALLEY RESERVOIR)
023098,-34.9742,138.5425,11,1947,2012,66,ADELAIDE (MORPHETTVILLE RACECOURSE)
023300,-34.5018,139.0466,360,1882,2012,131,ANGASTON
023302,-34.55,139.0833,381,1873,1975,103,COLLINGROVE
023303,-34.45,138.8167,191,1883,1979,97,FREELING RAILWAY
023304,-34.0833,138.9333,,1906,1960,55,GLEN GARRIE
023305,-34.4577,138.9277,255,1881,2012,132,GREENOCK
023306,-34.1697,138.8095,373,1957,2012,56,RIVERTON (MAROOMBA)
023307,-34.3412,138.9155,245,1861,2012,152,KAPUNDA
023308,-34.35,138.9167,234.7,1884,1962,79,KAPUNDA WATER WORKS
023309,-34.5964,138.8733,188,1887,2012,126,LYNDOCH
023310,-34.0019,138.8185,391,1891,2012,122,MANOORA
023311,-34.1444,138.877,375,1882,2012,131,MARRABEL
023312,-34.4747,138.9928,275,1882,1997,116,NURIOOTPA
023313,-34.6167,138.9833,445,1875,1970,96,LYNDOCH (PEWSEY VALE)
023314,-34.158,138.7483,265,1876,2012,137,RIVERTON
023315,-34.0844,138.7815,325,1872,2012,141,SADDLEWORTH
023316,-34.3333,138.7333,148,1886,1989,104,STOCKPORT
023317,-34.4364,139.0542,310,1886,1998,113,STOCKWELL
023318,-34.5169,138.9598,250,1868,2012,145,TANUNDA
023319,-34.2778,138.7725,192,1881,2012,132,TARLEE
023321,-34.4767,139.0047,274,1952,1999,48,NURIOOTPA COMPARISON
023323,-34.1988,138.9376,403,1957,2012,56,TARNMA
023324,-34.0908,138.7519,330,1957,1992,36,TUELA
023325,-34.455,138.8101,182,1963,2012,50,FREELING
023343,-34.5519,138.8342,116,1887,2012,126,ROSEDALE (TURRETFIELD RESEARCH CENTRE)
023346,-34.3,138.85,340,1878,1923,46,KAPUNDA RESERVOIR
023354,-34.3121,139.0077,295,1969,2012,44,KAPUNDA (BAGOT WELL)
023355,-34.207,138.7886,275,1969,2012,44,RIVERTON (LEEWARD)
023356,-34.386,138.7633,169,1969,2011,43,HAMLEY BRIDGE (LINWOOD)
023359,-34.1824,138.5878,222,1969,2000,32,RHYNIE (LLANELLY)
023360,-34.3303,139.0923,435,1957,2012,56,ST KITTS
023361,-34.2129,138.8714,372,1964,2011,48,HAMILTON
023365,-34.2318,138.6952,270,1959,2012,54,TARLEE (HAZELTON)
023370,-34.3143,138.7293,160,1959,2012,54,STOCKPORT (CLIFTON)
023700,-35.2692,138.4772,15.2,1893,1992,100,ALDINGA POST OFFICE
023701,-35.3114,138.7517,125,1886,1985,100,ASHBOURNE
023702,-34.9167,138.7333,502.9,1898,1967,70,ASHTON 1
023703,-35.0042,138.6147,305,1895,1996,102,BELAIR (KALYRA)
023704,-35.0077,138.6498,305,1879,2012,134,BELAIR (STATE FLORA NURSERY)
023705,-34.8041,138.9451,389,1887,2012,126,BIRDWOOD
023706,-35.0167,138.6167,265,1928,1979,52,BLACKWOOD POST OFFICE
023707,-35.0102,138.7602,445,1861,2012,152,BRIDGEWATER
023708,-35.5577,138.2165,290,1876,1983,108,SECOND VALLEY (SPRING GROVE)
023709,-35.0611,138.6585,376,1899,2012,114,CHERRY GARDENS
023710,-35.1112,138.6205,267,1867,2012,146,CLARENDON
023711,-35.0333,138.6167,180,1890,1986,97,COROMANDEL VALLEY (BRANDEN)
023712,-34.8667,138.8333,345,1880,1951,72,DINGO VALE
023713,-35.096,138.7887,370,1879,2012,134,ECHUNGA GOLF COURSE
023714,-35.3736,138.806,35,1898,2012,115,FINNISS
023715,-34.8167,138.75,340,1902,1987,86,HOUGHTON (GLEN EWIN)
023716,-35.05,138.55,185,1950,1984,35,GLENTHORNE EXP STATION
023717,-34.7667,138.7333,182.9,1906,1965,60,GOLDEN GROVE
023718,-35.4987,138.7638,5,1861,2012,152,GOOLWA COUNCIL DEPOT
023719,-34.8237,138.8859,339,1868,2012,145,GUMERACHA
023720,-35.0303,138.8148,341,1883,2012,130,HAHNDORF
023721,-35.0608,138.5647,170,1859,2012,154,HAPPY VALLEY RESERVOIR
023722,-34.9303,139.014,365,1896,2012,117,HARROGATE
023723,-35.4908,138.4746,91,1933,2012,80,INMAN VALLEY
023724,-35.0739,139.0036,195,1874,2012,139,KANMANTOO
023725,-34.5569,139.1338,381,1908,2012,105,KEYNETON
023726,-34.9044,138.8742,459,1883,2012,130,LOBETHAL
023727,-35.0484,138.7354,425,1949,2012,64,LONGWOOD
023728,-35.189,138.8262,311,1885,2012,128,MACCLESFIELD
023729,-35.22,138.5408,65,1938,1998,61,MCLAREN VALE
023730,-35.1782,138.7629,356,1887,2012,126,MEADOWS
023731,-34.8331,138.8215,315,1914,2012,99,CUDLEE CREEK (MILLBROOK)
023732,-35.1351,138.5274,92,1886,2012,127,ADELAIDE (MORPHETT VALE)
023733,-35.0638,138.8506,363,1861,2012,152,MOUNT BARKER
023734,-35.1213,138.6769,251,1938,2012,75,MOUNT BOLD RESERVOIR
023735,-35.3497,138.6223,232,1922,2012,91,MOUNT COMPASS
023736,-34.9667,138.7167,726.6,1905,2000,96,MOUNT LOFTY SUMMIT
023737,-34.7735,139.0501,430,1875,2012,138,MOUNT PLEASANT
