Stn Number,Latitude,Longitude,Elevation (m AHD),First Year,Last Year,Number of Years,Stn Name
085160,-38.4191,146.9656,45,1952,2012,61,DARRIMAN (TARRALANGI)
085162,-38.3822,146.2742,91.4,1967,2006,40,BOOLARRA  (AMY COURT)
085163,-38.7915,146.1799,10,1967,2012,46,YANAKIE (SHALLOW INLET)
085165,-37.9163,147.3196,62,1968,2010,43,FERNBANK (TOWRI)
085166,-37.9582,147.0843,25,1968,2012,45,STRATFORD
085167,-38.0229,147.3511,15,1968,2012,45,MEERLIEU (SPRINGVALE WEST)
085168,-37.8345,147.0819,55,1968,2012,45,BRIAGOLONG
085178,-38.5274,145.9238,40,1969,2012,44,KOONWARRA (LEONGATHA SOUTH)
085179,-38.1033,145.9718,195,1922,2012,91,BULN BULN
085180,-38.3591,146.0646,222,1969,2007,39,HALLSTON
085183,-38.6568,146.0063,30,1969,2012,44,BUFFALO
085188,-37.9112,147.713,13,1969,2012,44,PAYNESVILLE
085193,-38.5601,146.6703,18,1885,2009,125,YARRAM
085194,-38.1811,145.8892,146,1970,2001,32,LARDNER
085195,-38.0654,146.1689,155,1969,2012,44,WILLOW GROVE
085200,-38.4323,145.7919,155,1973,2012,40,KORUMBURRA STH GIPPSLAND WATER
085202,-38.022,145.9397,180,1970,2012,43,NEERIM SOUTH (TARAGO RESERVOIR)
085203,-37.6303,146.6211,195,1906,2002,97,LICOLA RWC
085208,-38.0658,145.7677,51,1969,2011,43,LONGWARRY (GOONEPAROO)
085209,-38.1167,145.7667,42.4,1907,1969,63,LONGWARRY
085227,-38.5215,146.2041,263,1971,2012,42,EAST TARWIN (MIRBOO PASTORAL COMPANY)
085236,-38.3181,146.5645,184,1956,2012,57,CALLIGNEE NORTH
085238,-37.9532,146.3898,470,1961,2012,52,ERICA (PARKERS CORNER)
085240,-38.2456,145.9347,167,1960,2000,41,ELLINBANK DAIRY RESEARCH INST
085242,-38.2375,146.4144,120,1966,1997,32,MORWELL (BUCKLEYS HILL)
085252,-37.9973,146.3474,235,1963,2012,50,ERICA (PHILIPS BRIDGE)
085254,-37.8115,146.9567,38,1974,2012,39,VALENCIA CREEK (LITTLE PLAIN)
085277,-37.9039,145.9719,275,1981,2012,32,NOOJEE (SLIVAR)
085279,-37.8817,147.5669,49.4,1942,2012,71,BAIRNSDALE AIRPORT
085282,-38.3712,146.1791,170,1899,2012,114,MIRBOO NORTH WATER BOARD
086002,-37.792,145.09,,1922,1969,48,BALWYN NORTH
086004,-38,145.35,213.4,1899,1962,64,BEACONSFIELD UPPER
086005,-37.9,145.6,609.6,1878,1952,75,BEENAK
086006,-37.9279,145.0749,54.9,1937,2006,70,BENTLEIGH
086009,-37.5909,145.6236,567,1910,2012,103,BLACK SPUR
086010,-37.85,145.3,,1934,1976,43,BORONIA 1
086012,-37.8364,145.1364,97,1920,1994,75,BOX HILL AGED MENS RETREAT
086013,-37.8,145,,1893,1969,77,BURNLEY
086014,-37.8667,145.15,91.4,1927,1965,39,BURWOOD BOUNDARY ROAD
086015,-37.85,145.2,,1911,1962,52,BURWOOD EAST
086016,-37.825,145.08,,1913,1968,56,CANTERBURY
086017,-38.4931,144.8858,79.3,1879,1997,119,CAPE SCHANCK LIGHTHOUSE
086018,-37.8795,145.0368,48.8,1887,2012,126,CAULFIELD (RACECOURSE)
086019,-37.9,145.0333,51.5,1937,1976,40,CAULFIELD SOUTH
086020,-37.955,145.0783,39,1914,2012,99,CHELTENHAM KINGSTON CENTRE
086023,-38.1,145.3,,1885,1958,74,CLYDE STATE SCHOOL
086024,-37.75,144.9667,61,1914,1969,56,COBURG
086025,-38.4833,145.2667,11.9,1882,1978,97,COWES
086026,-37.8,145.3,117.7,1907,1954,48,CROYDON STATE SCHOOL
086027,-37.7903,145.2812,134,1911,2011,101,CROYDON (SAMUEL STREET)
086028,-38,145.2,40.8,1893,1962,70,DANDENONG POST OFFICE
086029,-38,145.4167,213.4,1926,1975,50,BEACONSFIELD 2
086031,-37.7833,145.15,76.2,1928,1972,45,DONCASTER
086032,-38.338,144.952,3,1880,1964,85,DROMANA
086033,-37.9252,145.0254,33,1924,2009,86,BRIGHTON BOWLS CLUB
086035,-37.7011,145.1547,35,1906,2012,107,ELTHAM
086036,-37.6312,144.9846,140,1906,2012,107,EPPING
086037,-37.7333,144.9,82,1899,1960,62,ESSENDON 1
086038,-37.7276,144.9066,78.4,1929,2012,84,ESSENDON AIRPORT
086039,-37.7915,144.9067,10,1904,2012,109,FLEMINGTON RACECOURSE
086040,-38.474,145.018,,1888,1949,62,FLINDERS STATE SCHOOL
086041,-38.3667,145.1833,,1931,1988,58,HMAS CERBERUS
086042,-38.156,145.104,,1898,1965,68,FRANKSTON 1
086044,-38.0686,145.6828,100,1896,2000,105,GARFIELD
086045,-37.95,145.5667,310.9,1877,1967,91,GEMBROOK
086048,-38.3075,145.1909,3.7,1872,1969,98,HASTINGS POST OFFICE
086049,-37.828,145.033,,1902,1952,51,HAWTHORN
086050,-37.6833,145.5333,131.1,1927,1990,64,HEALESVILLE (BADGER CRK SANCTUARY)
086052,-37.6,145.5,,1911,1965,55,HEALESVILLE (MOUNT ST LEONARD)
086053,-37.75,145,97.5,1902,1968,67,HEIDELBERG (ROSANNA)
086055,-38.05,145.4,34,1885,1976,92,OFFICER (JESMOND DENE)
086056,-37.9,145.3833,,1930,1985,56,KALLISTA FORESTRY
086060,-37.8167,145.0333,59.7,1869,1973,105,KEW
086061,-37.5333,145.3333,541,1896,1969,74,KINGLAKE
086062,-38.2,145.5,2.7,1897,1963,67,KOO WEE RUP
086063,-38.2656,145.5692,18,1918,2012,95,LANG LANG
086066,-37.7561,145.3592,130,1885,2012,128,LILYDALE
086067,-38.3667,145.7333,105,1892,1981,90,LOCH
086069,-37.8333,145.0833,,1914,1959,46,MALVERN (YANKO)
086070,-37.639,145.5497,174,1892,2011,120,MAROONDAH WEIR (MELBOURNE WATER)
086071,-37.8075,144.97,31.2,1855,2012,158,MELBOURNE REGIONAL OFFICE
086073,-37.5547,144.8788,270,1902,2009,108,MICKLEHAM
086074,-37.8219,145.1906,155,1936,2012,77,MITCHAM
086076,-37.8019,145.3675,170,1918,2012,95,MONTROSE
086077,-37.98,145.0964,12.1,1950,2012,63,MOORABBIN AIRPORT
086079,-38.2358,145.0667,46,1868,2012,145,MORNINGTON
086080,-37.9833,145.5167,289,1936,1978,43,MOUNT BURNETT
086082,-38.2,145.1,106.7,1930,1973,44,MOUNT ELIZA
086083,-37.9,145.1,43,1885,1958,74,MURRUMBEENA LEEDS GROVE
086085,-37.9897,145.3356,120,1866,2009,144,NARRE WARREN NORTH (NARRE WARREN  NORTH
086086,-38.0333,145.3,,1938,1982,45,NARRE WARREN (BRECHIN)
086087,-38.4831,145.21,38,1934,1996,63,NEEDLES EYE (VENTNOR)
086088,-37.9142,145.0935,61,1912,2012,101,OAKLEIGH (METROPOLITAN GOLF CLUB)
086089,-37.856,145.365,,1904,1949,46,OLINDA
086090,-37.7089,145.7855,240,1915,2012,98,WARBURTON (O'SHANNASSY RESERVOIR (QUARTE
086091,-37.7333,144.9333,82,1909,1980,72,PASCOE VALE
086092,-38.3425,145.7653,190,1885,2005,121,POOWONG (POST OFFICE)
086093,-38.216,144.699,,1936,1968,33,PORTSEA
086094,-37.8615,145.7443,189.1,1942,2011,70,POWELLTOWN DNRE
086095,-37.8376,145.0048,27,1893,2012,120,PRAHRAN (COMO HOUSE)
086096,-37.7214,145.0059,94,1910,2012,103,PRESTON RESERVOIR
086097,-38.3131,144.6948,6.1,1904,1978,75,PORTSEA QUARANTINE STATION
086098,-38.3686,145.0303,119,1899,2004,106,RED HILL SOUTH
086101,-37.8,145.25,129.5,1915,1994,80,RINGWOOD
086102,-38.5333,145.3833,6,1888,1986,99,SAN REMO
086103,-37.8,145.35,,1907,1969,63,SASSAFRAS POST OFFICE
086104,-37.871,145.2561,80,1948,2012,65,SCORESBY RESEARCH INSTITUTE
086105,-38.4282,145.0412,40,1907,2012,106,SHOREHAM
086106,-37.8325,145.437,259,1920,2005,86,SILVAN
086107,-37.8,145.4,,1900,1967,68,SILVAN STATE SCHOOL
086108,-37.65,144.9,177.4,1909,1964,56,SOMERTON
086110,-37.6667,145.0833,152,1940,1972,33,MORANG SOUTH
086111,-37.9445,145.1764,73,1948,2012,65,SPRINGVALE NECROPOLIS
086113,-38.2333,145.1833,68.3,1900,1951,52,SOMERVILLE
086114,-37.9,145.4167,274,1939,1980,42,THE PATCH
086115,-37.851,145.014,,1891,1956,66,TOORAK
086117,-37.477,145.1513,219,1892,2012,121,TOOROURRONG RESERVOIR (TOOROURRONG)
086119,-38.4836,145.1766,45,1915,2012,98,VENTNOR (OAKLANDS)
086120,-37.4167,145.0167,295.7,1891,1969,79,WALLAN (WALNARRING)
086121,-37.7517,145.6757,170,1878,2007,130,WARBURTON
086122,-37.7,145.0833,103.6,1937,1975,39,WATSONIA LOYOLA
086125,-37.505,145.1247,200,1902,2003,102,WHITTLESEA
086127,-38.6078,145.5965,51.9,1911,2012,102,WONTHAGGI
086129,-37.8,145.5167,99,1901,1986,86,WOORI YALLOCK
086130,-38.2333,145.7,,1901,1979,79,YANNATHAN
086131,-37.5552,145.1259,198,1855,2012,158,YAN YEAN
086132,-37.6647,145.3761,88,1890,1974,85,YARRA RIVER (YARRA GLEN)
086137,-37.8,145.2,,1897,1938,42,BLACKBURN
086138,-37.7,145.1,46,1888,1939,52,GREENSBOROUGH
086142,-37.572,145.5014,595,1953,2011,59,TOOLANGI (MOUNT ST LEONARD DPI)
086146,-37.9771,145.0273,30.5,1955,2011,57,BEAUMARIS
086148,-37.8,145.45,221,1883,1941,59,WANDIN (YALLOCK)
086149,-37.4,145,299,1902,1945,44,WALLAN WALLAN (INVERLOCHY)
086151,-38.5,145.45,,1886,1930,45,BASS (KILCUNDA)
086161,-37.9167,145,,1889,1924,36,BRIGHTON MIDDLE
086170,-37.85,145.2667,,1878,1914,37,DANDENONG (COMBEROOND)
086172,-37.891,145.295,,1874,1941,68,FERNTREE GULLY
086174,-38.15,145.1333,,1890,1929,40,FRANKSTON STATE PLANTATION
086175,-37.9,145.7,,1890,1970,81,YARRA JUNCTION (GILDEROY)
086177,-38.406,145.53,,1888,1938,51,GRANTVILLE
086179,-37.7,145.5,792.5,1900,1938,39,HEALESVILLE (NYORA)
086194,-38.4951,145.7787,70,1882,2011,130,OUTTRIM
086202,-38.1,145.6,,1914,1949,36,TYNONG
086210,-38.0651,145.1294,8,1955,2012,58,BONBEACH (CARRUM)
086211,-38.4,145.6,,1907,1945,39,ALMURTA
086213,-38.3762,144.8999,18,1927,2012,86,ROSEBUD (COUNTRY CLUB)
086219,-37.6886,145.5644,360,1879,2011,133,CORANDERRK BADGER WEIR
086223,-38.3391,145.0288,76,1961,2012,52,DROMANA SUSSEX FARM
086224,-37.9764,145.2247,54,1960,2012,53,DANDENONG
086230,-37.8372,145.2558,100,1963,1999,37,BAYSWATER
086231,-37.815,145.227,,1871,1946,76,RINGWOOD 2
086232,-37.8309,144.9839,29,1964,2012,49,MELBOURNE BOTANICAL GARDENS
086234,-37.7869,145.2847,115,1965,2012,48,CROYDON (COUNCIL DEPOT)
086238,-38.4832,145.4666,8,1938,2012,75,BASS
086239,-38.4,145.3,,1903,1950,48,FRENCH ISLAND (TANKERTON)
086240,-38.359,145.456,24,1917,1975,59,FRENCH ISLAND (MCLEOD PRISON)
086244,-38.1337,145.2384,80,1966,2012,47,CRANBOURNE SOUTH
086246,-38.2483,145.1036,69,1968,2012,45,MOOROODUC
086250,-37.66,145.1244,121.9,1968,2005,38,PLENTY
086271,-37.6715,145.8948,321,1969,2012,44,REEFTON (UPPER YARRA DAM)
086281,-38.3343,145.6696,119.6,1970,2012,43,NYORA (POST OFFICE)
086282,-37.6655,144.8321,113.4,1970,2012,43,MELBOURNE AIRPORT
086299,-38.0222,145.3561,85,1979,2012,34,BERWICK (BUCHANAN ROAD)
086303,-37.8886,145.1928,60,1972,2012,41,GLEN WAVERLEY (GOLF COURSE)
086305,-37.6369,144.9073,156,1972,2011,40,GREENVALE RESERVOIR
086313,-37.7469,145.2098,50,1966,2009,44,WARRANDYTE
086314,-38.1992,145.4933,5.1,1957,2012,56,KOO WEE RUP (SRW)
086350,-37.4187,144.977,341,1979,2012,34,WALLAN
086351,-37.7163,145.0453,83,1979,2012,34,BUNDOORA (LATROBE UNIVERSITY)
087000,-37.8802,144.2623,247,1889,2012,124,ANAKIE
087001,-38.4056,144.1958,95,1926,2005,80,ANGLESEA
087002,-37.7,144.4,104.5,1880,1962,83,BACCHUS MARSH
087003,-37.8,144.4,104.5,1912,1976,65,BALLIANG EAST (CHESNEY)
087005,-37.6,144.2,442,1927,1969,43,BALLAN (FISKVILLE)
087006,-37.6018,144.2295,508.7,1875,2012,138,BALLAN
087007,-37.743,144.1406,379,1889,2012,124,MORRISONS (BALLARK)
087008,-37.8011,144.4347,131,1909,2010,102,BALLIANG EAST
087009,-38.0505,144.1521,106,1898,2012,115,BANNOCKBURN
087010,-38.2661,144.4803,5,1904,2001,98,BARWON HEADS  (JIRRAHLINGA)
087011,-37.5417,144.0251,580,1881,2009,129,BEALES RESERVOIR
087012,-38.1731,144.3375,50,1950,2000,51,BELMONT
087014,-37.5512,143.9322,510.5,1881,2012,132,BUNGAREE (KIRKS RESERVOIR)
087017,-37.4701,144.3069,560,1878,2012,135,BLACKWOOD
087018,-37.45,144.75,385,1905,1965,61,BOLINDA
087020,-37.7667,144.7833,52,1908,1986,79,DEER PARK
087021,-37.8233,144.2078,365.8,1874,2012,139,DURDIDWARRAH
087023,-38.1587,144.3954,4,1897,2009,113,GEELONG SALINES (MOOLAP)
087024,-38.1269,144.3422,15,1945,2004,60,GEELONG GOLF CLUB
087025,-38.115,144.358,17.1,1870,1970,101,GEELONG SEC
087026,-37.4896,144.6123,409,1887,2011,125,GISBORNE
087027,-37.6942,144.8342,70,1892,1998,107,KEILOR (ARUNDEL)
087029,-37.2698,144.723,463,1885,2012,128,LANCEFIELD
087030,-38,144.4,,1899,1969,71,LARA LAKE
087031,-37.8565,144.7566,20.1,1941,2012,72,LAVERTON RAAF
087032,-37.9,144.75,13.7,1925,1976,52,LAVERTON SALINES
087033,-37.991,144.4943,20,1906,2012,107,LITTLE RIVER
087034,-38.0657,144.3281,82.6,1877,2012,136,LOVELY BANKS (RESERVOIR)
087035,-37.4,144.6,548,1915,1983,69,MOUNT MACEDON (BURNCRANNA)
087036,-37.4155,144.5569,505,1873,2012,140,MACEDON FORESTRY
087037,-37.4,144.5833,762,1886,1950,65,MOUNT MACEDON
087038,-37.775,144.8767,20,1915,1991,77,MARIBYRNONG EXPLOSIVES FACTORY
087039,-37.6649,144.5748,156,1883,2011,129,MELTON
087040,-37.7451,144.5687,100,1948,2011,64,MELTON RESERVOIR
087042,-37.8554,144.1092,329,1887,2012,126,MEREDITH
087043,-37.8197,144.1492,362,1875,2012,138,MEREDITH (DARRA)
087044,-37.8667,143.9667,335.3,1905,1971,67,MEREDITH (WATTLE VALE)
087045,-37.5151,144.0827,605.2,1912,2012,101,MOORABOOL RESERVOIR
087046,-37.6719,143.94,488,1856,2012,157,SCOTSBURN (MOUNT BONINYONG)
087047,-38.2,144.2,,1908,1945,38,MOUNT MORIAC
087048,-37.8958,144.4387,110,1882,2011,130,LITTLE RIVER (MOUNT ROTHWELL)
087049,-37.3833,144.6167,838.2,1930,1969,40,MOUNT TOWRONG
087050,-37.75,144.2,,1905,1949,45,MOUNT WALLACE
087051,-37.65,144.35,229,1887,1979,93,MYRNIONG
087052,-37.6,144.85,213,1936,1992,57,OAKLANDS JUNCTION
087053,-38.1227,144.642,77,1884,2012,129,PORTARLINGTON
087054,-38.2714,144.6621,15,1896,2012,117,QUEENSCLIFF
087055,-37.45,144.7833,367.3,1887,1960,74,RIDDELLS CREEK
087056,-37.7,144.6,,1913,1966,54,ROCKBANK
087057,-37.35,144.75,487.7,1877,1970,94,ROMSEY
087058,-37.75,144.8,66.4,1906,1951,46,ST ALBANS
087059,-38.0131,143.976,97,1887,2007,121,SHELFORD
087061,-37.5706,144.7411,200,1878,2009,132,SUNBURY (SALESIAN COLLEGE )
087062,-37.7,144.7667,105.7,1930,1991,62,SYDENHAM
087064,-38.2,144.3,101.5,1899,1959,61,WAURN PONDS
087065,-37.9,144.6833,24,1913,1980,68,WERRIBEE RESEARCH FARM
087066,-37.9,144.6667,23.5,1901,1966,66,WERRIBEE POST OFFICE
087067,-37.5144,144.0177,609,1896,2009,114,WILSONS RESERVOIR
087073,-37.8,143.95,396.2,1888,1977,90,ELAINE (LARUNDEL)
087075,-37.4964,144.5028,515.1,1951,2010,60,BULLENGAROOK EAST (SESKINORE)
087086,-37.8833,144.7167,7.6,1902,1934,33,LAVERTON EXPLOSIVES
087092,-38,144,,1882,1914,33,TEESDALE
087093,-38.3333,144.3167,,1914,1981,68,TORQUAY
087094,-37.8833,144.65,,1871,1913,43,WERRIBEE (WYNDHAM)
087095,-37.6111,144.3,450,1956,2011,56,PYKES CREEK RESERVOIR
087096,-38.0833,144.4333,30,1956,1993,38,LARA SALINES
087114,-38.166,144.587,76,1968,2012,45,DRYSDALE (BRIMDALE)
087115,-37.5756,144.0953,573,1968,2001,34,GORDON (FINLAYSON)
087118,-37.3508,144.6067,650,1968,2012,45,HESKET (STRAWS LANE)
087121,-37.6831,144.6664,125,1969,2012,44,ROCKBANK (MELTON)
087123,-37.9479,144.1567,88,1968,2001,34,LETHBRIDGE (GLENMOOR)
087124,-38.2504,144.0854,135,1968,2012,45,BUCKLEY (BALLIWINDI)
087126,-38.2823,144.0518,136,1969,2012,44,WURDIBOLUC RESERVOIR
087139,-38.25,144.5167,28,1888,1923,36,OCEAN GROVE
087147,-38.0428,144.2129,55,1972,2012,41,BANNOCKBURN (HILLSIDE)
087161,-37.6292,144.5026,185,1974,2011,38,MERRIMU RESERVOIR
087172,-38.1786,144.6714,30,1953,1997,45,ST. LEONARDS (LOWFIELDS)
088000,-37.2514,145.7178,180,1930,2004,75,ALEXANDRA (ACHERON)
088001,-37.1916,145.7116,221,1877,2012,136,ALEXANDRA (POST OFFICE)
088002,-36.893,145.2316,152,1900,2012,113,AVENEL (POST OFFICE)
088004,-36.9667,144.2667,290,1872,1982,111,BARKERS CREEK RESERVOIR
088005,-37.1,144.35,,1877,1969,93,BENDIGO CHANNEL
088007,-37.027,145.8516,297,1902,2012,111,BONNIE DOON GARAGE
088008,-37.2111,145.0495,209,1897,2012,116,BROADFORD
088009,-36.9886,143.9747,220,1949,2012,64,CAIRN CURRAN RESERVOIR
088011,-37.2236,143.9616,272,1889,2011,123,CAMPBELLTOWN
088013,-37.4458,143.8224,195,1894,2012,119,CARISBROOK
088014,-37.1,144.2,310.9,1906,1966,61,CASTLEMAINE POST OFFICE
088015,-37.3049,143.7776,332,1878,2012,135,CLUNES
088016,-37.331,143.948,389.5,1877,1972,96,SMEATON WEIR
088017,-37.2814,144.3958,518.2,1905,1994,90,COLIBAN UPPER
088018,-37.4,143.9,438.3,1898,1952,55,CRESWICK
088019,-37.42,143.8924,424,1949,2012,64,CRESWICK
088020,-37.3432,144.1575,612,1867,2012,146,DAYLESFORD
088021,-37.1995,144.0141,306,1913,2012,100,EBERYS
088022,-36.8883,143.8614,170,1950,1997,48,EDDINGTON
088023,-37.2313,145.9124,230,1887,2012,126,LAKE EILDON
088024,-37.05,144.3,,1872,1957,86,EXPEDITION PASS RESERVOIR
088025,-37.0917,145.4708,606.3,1899,1992,94,FORT WILLIAM
088026,-37.1,144.25,341.4,1883,1975,93,FRYERSTOWN
088027,-37.1,145,213.4,1888,1969,82,GLENAROUA
088028,-37.3811,145.4719,250,1936,2011,76,GLENBURN
088029,-36.9579,144.6935,294,1858,2012,155,HEATHCOTE
088030,-37.4,145.0333,,1923,1965,43,HEATHCOTE JUNCTION
088031,-37.0695,145.4177,565,1915,2012,98,HIGHLANDS (GLENTANNAR)
088032,-37.0856,143.9977,215,1907,2012,106,JOYCES CREEK
088033,-37.2169,145.0448,230,1902,2011,110,BROADFORD GOLF COURSE
088034,-37.3011,144.9475,369.7,1883,2001,119,KILMORE ASSUMPTION COLLEGE
088035,-37.35,144,533.4,1871,1954,84,KINGSTON
088036,-37.25,144.45,509,1873,1969,97,KYNETON POST OFFICE
088037,-37.2535,144.3825,487.6,1948,2012,65,LAURISTON RESERVOIR
088038,-37.2744,143.5156,305,1903,2011,109,LEXTON
088040,-37.4,144.25,,1881,1950,70,LYONVILLE
088041,-36.9989,144.0703,320,1878,2007,130,MALDON (DERBY HILL)
088042,-37.1965,144.3742,470,1872,2012,141,MALMSBURY RESERVOIR
088043,-37.056,143.732,249.3,1878,2012,135,MARYBOROUGH
088044,-37.51,145.7472,420,1904,2009,106,MARYSVILLE (POST OFFICE)
088045,-37.1667,145.55,170.7,1903,1970,68,MOLESWORTH
088046,-37.3197,145.4969,200,1912,2000,89,MURRINDINDI
088047,-36.9,144,,1936,1974,39,NEEREMAN
088048,-37.105,144.0638,217,1897,2012,116,NEWSTEAD
088049,-37,145,213,1899,1987,89,PUCKAPUNYAL
088050,-37.1107,144.8356,331,1900,2012,113,PYALONG WEST (CAVAN PARK)
088051,-37.0194,144.5203,290,1903,2012,110,REDESDALE
088052,-37.0906,143.8639,210,1881,2012,132,TULLAROOP RESERVOIR
088053,-37.0277,145.1491,145,1880,2012,133,SEYMOUR SHIRE DEPOT
088054,-37.2734,144.1099,336,1928,2011,84,SHEPHERDS FLAT
088056,-37.1715,143.7008,240,1898,2012,115,TALBOT (POST OFFICE)
088059,-37.3894,144.3232,698,1878,2012,135,TRENTHAM (POST OFFICE)
088060,-37.4475,145.2143,488,1884,2012,129,KINGLAKE WEST (WALLABY CREEK)
088061,-37.3449,144.5365,580,1889,2011,123,WOODEND (CARLISLE STREET)
088062,-37.35,144.5167,560.8,1925,1976,52,WOODEND (CORINELLA ROAD)
088065,-37.2,144.1,274.3,1890,1954,65,YANDOIT (SPRING VALE)
088066,-37.2072,144.0967,272,1901,2012,112,YANDOIT
088067,-37.2177,145.4211,193,1885,2012,128,YEA
088068,-37.3389,145.8547,838.2,1943,1993,51,RUBICON SEC
088073,-37.1277,144.6924,463,1953,2012,60,BAYNTON
088080,-37.369,143.922,,1901,1931,31,ALLENDALE POST OFFICE
088084,-37.3,145,,1912,1945,34,KILMORE (BYLANDS)
088085,-37.0667,144.2333,278.3,1858,1915,58,CASTLEMAINE
088088,-37.3,144.25,548,1903,1976,74,GLENLYON
088089,-36.8667,144.9,152.4,1891,1967,77,GRAYTON
088094,-37.15,144.5,,1906,1940,35,LANGLEY
088096,-37.1,144.4,,1878,1935,58,METCALFE
088101,-37.4,144,535.8,1877,1938,62,NEWLYN RESERVOIR
088104,-37.2,143.7,,1883,1920,38,TALBOT
088108,-37.1566,144.2079,277,1958,2012,55,VAUGHAN
088109,-36.8886,145.1859,140.8,1957,2012,56,MANGALORE AIRPORT
088110,-37.0809,144.2392,330,1966,2012,47,CASTLEMAINE PRISON
088112,-36.9833,145.7167,330.7,1901,1990,90,MERTON WEIR FARM
088113,-37.3387,143.9861,515,1968,2012,45,SMEATON (BLAMPIED (BARDIA))
088114,-37.245,144.025,419,1916,1988,73,WERONA (FAIRVIEW)
088117,-37.2034,144.7143,578,1969,2012,44,BENLOCH
088118,-36.9996,144.2616,335,1968,2012,45,HARCOURT
088120,-37.0219,145.6547,293,1968,2010,43,KANUMBRA (BRILLIANT ESTATE)
088121,-37.1425,144.9264,250,1969,2012,44,HIGH CAMP (LANNERMOOR)
088123,-37.25,144.4378,526,1969,2012,44,KYNETON
088124,-36.8253,145.0865,131.1,1969,2012,44,TABILK (TAHBILK WINERY)
088130,-37.4234,145.7085,265,1970,2012,43,BUXTON
088131,-37.4998,145.6793,345,1926,2010,85,NARBETHONG
088132,-36.9353,144.0115,229,1970,2012,43,BARINGHUP (BLUE HILLS)
088153,-37.0748,145.722,360,1973,2009,37,SPRING CREEK BASIN TWO
089000,-37.2833,142.95,332.2,1861,1969,109,ARARAT POST OFFICE
089001,-37.5489,143.8192,456,1881,1995,115,BALLARAT BOTANICAL GARDENS
089002,-37.5127,143.7911,435.2,1908,2012,105,BALLARAT AERODROME
089003,-37.2472,141.8415,180,1884,2012,129,BALMORAL (POST OFFICE)
089004,-38.0683,143.8667,119,1884,1983,100,BARUNAH PLAINS
089005,-37.4483,143.3657,450,1882,2012,131,BEAUFORT
089006,-37.9637,143.4673,155,1877,2011,135,BERRYBANK
089007,-37.4739,143.6558,400,1949,2001,53,BURRUMBEET
089009,-37.5267,142.0414,210,1884,2012,129,CAVENDISH (POST OFFICE)
089010,-38.0297,143.6331,120,1898,2012,115,CRESSY
089011,-37.655,142.3447,250,1897,2012,116,DUNKELD
089012,-37.7333,142.2,,1947,1986,40,DUNKELD (COREA SOUTH)
089013,-37.7,142.5,296,1878,1978,101,GLENTHOMPSON (BRIE BRIE)
089014,-37.65,142,,1908,1952,45,KANAWALLA
089016,-37.711,142.8395,220,1912,2012,101,LAKE BOLAC (POST OFFICE)
089017,-37.6833,143.5667,375,1899,1986,88,LINTON POST OFFICE
089018,-37.9543,143.3437,178,1919,2012,94,LISMORE (POST OFFICE)
089019,-37.4043,142.3843,248,1901,2012,112,MIRRANATWA (BOWACKA)
089020,-37.4,142.1,,1899,1952,54,MOORALLA (WOODLEIGH)
089021,-37.8333,143.8333,335,1933,1980,48,MOUNT MERCER (WOODBANK)
089022,-37.6472,142.2309,221,1899,2012,114,MOUTAJUP
089023,-37.8333,143.0833,213,1922,1979,58,PURA PURA
089024,-37.9,143.7,167.6,1887,1963,77,ROKEWOOD (KURUC A RUC)
089025,-37.6854,143.3654,295,1897,2012,116,SKIPTON POST OFFICE
089026,-37.7,143.4,288.3,1933,1978,46,SKIPTON (BAANGAL)
089028,-37.65,143.6833,354,1905,1975,71,SMYTHESDALE
089029,-37.6833,143.0667,210,1906,1977,72,STREATHAM
089030,-37.4737,143.4684,415,1888,2012,125,TRAWALLA
089031,-37.5,142.3,,1884,1967,84,VICTORIA VALLEY
089032,-37.6579,142.9977,248,1917,2006,90,WESTMERE (MONTREUX)
089033,-37.6901,142.7253,222,1879,2012,134,WICKLIFFE
089034,-37.5483,142.7393,250,1902,2012,111,WILLAURA (MAIN STREET)
089035,-37.6164,143.1633,270,1891,2002,112,BEAUFORT (WONGAN)
089037,-37.4769,142.5345,270,1890,2009,120,WILLAURA (YARRAM PARK)
089038,-37.3667,143.1833,337.7,1879,1938,60,BUANGOR 1
089043,-37.3909,141.9194,266,1953,2012,60,GATUM
089045,-37.4055,143.0561,395,1949,2011,63,BUANGOR (BIRANGA)
089046,-37.6,143.5,,1887,1950,64,CHEPSTOWE
089047,-37.8,143.8,,1884,1937,54,ENFIELD
089048,-37.517,143.9275,551,1953,2012,60,GLEN PARK (WHITE SWAN RESERVOIR)
089050,-37.58,143.86,525.8,1886,1942,57,BALLARAT MOUNT PLEASANT OBS.
089052,-37.6,143.2,,1884,1932,49,BEAUFORT (STONELEIGH)
089056,-37.7,142.3,,1886,1929,44,DUNKELD
089060,-37.3,143,,1888,1921,34,LANGI CHIRAM
089063,-37.4,142.3833,457.2,1888,1931,44,MIRRANATWA (BULLAWIN PARK)
089064,-37.7333,143.4833,,1878,1921,44,MOUNT BUTE
089067,-38,143.7167,,1871,1938,68,ROKEWOOD (THE MEADOWS)
089068,-37.9324,143.7864,183,1908,2012,105,ROKEWOOD (WURROOK SOUTH)
089071,-37.6667,143.0667,,1889,1924,36,STREATHAM (PRETTY TOWER)
089072,-38.2,144,,1879,1920,42,WINCHELSEA (MURDEDUKE)
089074,-37.9477,143.2222,177,1956,2012,57,DERRINALLUM (POST OFFICE)
